title,year,genres,cast,synopsis
The Trials Of Darryl Hunt,2007.0,['Documentary'],,"""The Trials of Darryl Hunt"" is a feature documentary about a brutal rape/murder case and a wrongly convicted man, Darryl Hunt, who spent nearly twenty years in prison for a crime he did not commit. Both a social justice story and a personally driven narrative, the film chronicles this capital case from 1984 through 2004. With exclusive footage from two decades, the film frames the judicial and emotional response to a chilling crime - and the implications that reverberate from Hunt's conviction - against a backdrop of class and racial bias in the South and in the American criminal justice system."
Samantha: An American Girl Holiday,2004.0,"['Drama', 'Family']",,"Kindhearted Samantha Parkington's world starts to change the day Nellie O'Malley walks into her life. Nellie, her father, and her two little sisters have moved in next door to be servants for the Ryland family. Though they come from completely different backgrounds, Samantha and Nellie become fast friends. The girls turn to each other in happiness and sorrow, adventure and danger."
Yesterday Was a Lie,2008.0,"['Drama', 'Mystery', 'Science Fiction', 'Thriller']",,"Hoyle est une fille douée d'un esprit déductif et acéré mais qui a aussi une faiblesse pour le bourbon ; elle se retrouve sur la piste d'un génie qui vit reclus. Mais son enquête prend un tour imprévu et les événements autour d'elle deviennent de plus en plus irréels. Aidée de ses associés, Hoyle plonge dans un monde hanté par des secrets cosmologiques…"
Theresa Is a Mother,2015.0,"['Music', 'Comedy', 'Drama']",,"Singer/songwriter and single mother Theresa McDermott has finally hit the end of the line in NYC. Unable to make ends meet, she is forced to pack up her life and her 3 girls and move back to the small town and parents she ran from a decade ago. Teresa needs a job, her parents need their space and a family tragedy that was never dealt with from years past needs closure. Old wounds, unattainable dreams and a few other things expose themselves as a fractured family works to become whole and a single mom, a responsible mother."
H.,2014.0,"['Thriller', 'Drama', 'Science Fiction']",,"Two women, each named Helen, live out their mirrored lives in the town of Troy, NY.  The first Helen is in her 60s, is married, and takes care of a small, extremely lifelike baby doll, which she treats as a living baby.  The second Helen is in her 30s, has a successful art career and is four months pregnant.  One night, something falls from the sky and explodes over the town. In the aftermath of this event, bizarre and unexplainable things begin to happen."
Archaeology of a Woman,2014.0,['Drama'],,"A mother's dementia reignites a past of crime and lust, forcing her daughter to make difficult decisions."
Children of Heaven,1997.0,"['Drama', 'Comedy', 'Family']",,"Ali est un garçon de neuf ans qui habite avec sa famille dans un quartier pauvre de Tehran, en Iran. Un jour, il va faire réparer les chaussures de sa petite sœur Zahra chez le cordonnier, mais perd le paquet sur le chemin du retour. Rentré à la maison, il n'ose rien dire à ses parents, qui sont pauvres et ont à peine assez d'argent pour payer le loyer. Sa sœur consent à garder le secret, mais refuse d'aller en pantoufle à l'école. Ils décident alors de partager la paire de baskets d'Ali pour aller à l'école. Zahra la porte le matin et Ali l'après-midi."
Weekend,2011.0,"['Drama', 'Romance']",,"Un vendredi soir, après une soirée arrosée chez ses amis, Russell décide de sortir dans un club gay. Juste avant la fermeture il rencontre Glen et finit par rentrer avec lui. Mais ce qu'il avait pensé n'être qu'une aventure d'un soir va finalement se transformer en toute autre chose. Lors de ce week-end rythmé par les excès, les confidences et le sexe, les deux hommes vont peu à peu apprendre à se connaître. Une brève rencontre qui résonnera toute leur vie..."
She's Gotta Have It,1986.0,"['Comedy', 'Romance']",,"Nola Darling a trois amants, Mars Blackmon, cycliste dont l'ambition est de faire rire Nola; Greer Childs, tombeur professionnel, et Jamie Overstreeet, le plus raisonnable des trois, offrant amour et securite, mais sans partage, en particulier avec Opas, la copine lesbienne de Nola qui ne desespere pas de lui faire gouter d'autres plaisirs. Comme tous pretendent a l'exclusivite, Nola les convoque a un diner! Spike Lee, producteur, metteur en scene, scenariste, acteur et monteur a connu a la sortie de son film a New York un enorme succes."
Butterfly Girl,2014.0,['Documentary'],,"At first glance, it is not obvious that Abbie Evans lives with a life-threatening skin disease.  She is a typical teenager: moody, rebellious, irreverent, and is also strikingly beautiful. But her life is the antithesis of normal.  Abbie grew up in hospitals, cared for by her protective mother. She then came into her own in honky tonks, selling merchandise for her father’s band. But just like any other 18 year-old, Abbie yearns for an identity of her own.  Butterfly Girl charts Abbie’s journey towards a new understanding of how she must balance her past with her future, her parents with her independence, and her disease with her desires.  But what price must she pay for that freedom?"
The World Is Mine,2015.0,['Drama'],,"Dans une petite ville, une ado têtue qui compte bien réaliser ses rêves craque sur le tombeur local et découvre combien il est dur de grandir."
Another Earth,2011.0,"['Drama', 'Science Fiction']",,"Rhoda Williams, brillante jeune diplômée en astrophysique, rêve d’explorer l’espace. John Burroughs est un compositeur au sommet de sa carrière qui attend un deuxième enfant. Le soir une autre planète semblable à la Terre est découverte, la tragédie les frappe et les vies de ces étrangers deviennent inextricablement liées l’une à l’autre."
Sweet Sweetback's Baadasssss Song,1971.0,"['Action', 'Drama', 'Romance']",,"Sweetback, le héros est au début un petit gigolo qui anime des shows pornographiques dans une maison close. Son proxénète le loue à la police pour effectuer un faux témoignage. Pendant le trajet, les agents de police tombent sur une manifestation pro-black et arrêtent un des leaders du mouvement. Alors qu’ils sont en train de passer à tabac le jeune révolutionnaire, Sweetback sort de son mutisme et tue ces policiers.Le film prend alors une autre tournure, notre héros a fait un grand pas pour sortir de cette immense spirale de passivité. La suite des évéments se résume assez bien par l’expression « Running Movie », où Sweetback est en cavale et tente d’échapper à cette interminable traque. Il va passer dans de multiples ghettos avant d’atteindre la frontière mexicaine.Le film nous présente une multitude d’éléments cycliques, du montage à la thématique, dans lesquels Sweetback passe et semble s’être libéré."
Perfect Cowboy,2014.0,['Drama'],,"Two gay fathers of a straight country western singers, all living in a rural community and playing music together. Jimmy Poole gets out of prison and kicks his step-son Mark out of the family's band."
Tadpole,2002.0,"['Comedy', 'Drama', 'Romance']",,"Oscar Grubman, quinze ans, est cultivé, sensible et plein d'humanité. Il est incollable sur les classiques, parle couramment le français et voue un véritable culte à Voltaire. Et il sait tout ce qu'il y a à savoir d'une femme rien qu'en regardant ses mains.  De retour de pension au domicile new-yorkais de ses parents, Oscar n'a qu'un sujet en tête : les femmes de quarante ans... Quand une splendide quadragénaire, amie de la famille, découvre sa nouvelle passion, les ennuis commencent et ne vont pas s'arrêter en si bon chemin... Car, plus près de lui encore, une autre femme semble irrésistiblement attirer Oscar..."
Once,2007.0,"['Drama', 'Music', 'Romance']",,"Dans les rues de Dublin, deux âmes seules se rencontrent autour de leur passion, la musique... Il sort d'une rupture douloureuse. Elle est mariée à un homme qu'elle n'aime plus. Dans un monde idéal, ils seraient fait l'un pour l'autre. Ensemble, ils vont accomplir leur rêve de musique."
The Woman Chaser,1999.0,['Drama'],,"An unscrupulous used car salesman and aspiring filmmaker in 1950s Los Angeles struggles to get his first film made, at all costs."
The Horse Boy,2009.0,['Documentary'],,"Filmmaker Michel Orion Scott captures a magical journey into a little-known world, in a documentary which chronicles Rupert Isaacson and Kristin Neff's personal odyssey to make sense of their child's autism, and find healing for him and themselves in the unlikeliest of places."
When the Lights Went Out,2012.0,"['Thriller', 'Drama', 'Horror']",,"Les Maynard emménagent dans la maison de leur rêve mais celle-ci est habitée par une « présence ». Leur fille Sally est la première à la ressentir et en fait part à ses parents. Ils ne la prennent pas au sérieux, surtout sa mère, plus obsédée par la décoration que par les avertissements de sa fille. Rapidement, la maison devient un cauchemar pour toute la famille mais la mère, intransigeante, refuse de déménager. Ils font appel à un medium, en vain. Finalement, le prêtre du coin fait l'objet d'un chantage afin de lui faire pratiquer un exorcisme."
Heroes of Dirt,2015.0,"['Action', 'Drama']",,"Passionate BMX dirt jumper, Phin Cooper, wants nothing in life but to attain fame in his sport. After missing a competition when he lands in jail for unpaid citations, he is court-ordered for community service and reluctantly mentors one of the toughest boys, Blue Espinosa. As Phin leads the troubled teen on exciting adventures of riding dirt trails, big jumps and cityscapes, Blue becomes more than an obligation - an unlikely friend whose secret world of drug trafficking threatens Phin's ultimate dream. Featuring some of the best stunts in dirt jumping by legendary pros and hardcore locals, Heroes of Dirt is more than adrenaline rush. It embarks on an unforgettable journey into real significance, and the price it takes to get there."
A Charlie Brown Christmas,1965.0,"['Animation', 'Family', 'Comedy', 'TV Movie']",,"Découragé par l’excès de consommation entourant Noël, Charlie Brown met en scène la pièce de théâtre de ses amis. Saura-t-il les faire jouer plutôt que danser, trouvera-t-il l’arbre « parfait », et découvrira-t-il le véritable sens de Noël ?"
Antarctic Edge: 70° South,2015.0,['Documentary'],,"In 2014, scientists declared West Antarctic ice sheet melt unstoppable, threatening the future of our planet. A group of world-class researchers is in a race to understand climate change in the fastest winter-warming place on earth: the West Antarctic Peninsula. Trekking through dangerous and uncharted landscape, these scientists push the limits of their research and come to terms with the sacrifices necessary to understand this rapidly changing world."
Aroused,2013.0,['Documentary'],,"Get up close and personal with 16 of the most successful women in the adult film industry as they shed their clothes for an intimate photo shoot with director Deborah Anderson. As questions are asked, personal stories about their lives are revealed, from why they chose the business of sex to how they got into it in the first place. These porn stars have always been discreet about their private lives in the past, yet Anderson has a way of opening up a dialog allowing them to share more than just their naked skin on screen. Their true inner vulnerability is touching, yet the characters they have created are confident and intoxicating. Once you hear their stories, you'll never look at them in the same way again."
Top Spin,2014.0,['Documentary'],,Three teenagers battle their way through the world of competitive ping pong with their hearts set on the Olympics.
Roger & Me,1989.0,"['Documentary', 'History']",,"Michael Moore relate la suppression de 30 000 emplois dans les usines General Motors dans sa ville natale, Flint dans le Michigan, et leurs conséquences sur la population."
An American in Hollywood,2014.0,[],,"A talented young filmmaker from New York sets off to Los Angeles in pursuit of the Hollywood dream, only to discover through his relationship with a beautiful feisty young actress, that Hollywood is not all that it seems."
Sound of My Voice,2011.0,"['Science Fiction', 'Drama', 'Mystery']",,Un journaliste et sa femme commencent à être soumis à d'étranges influences alors qu'ils enquêtent sur le leader féminin d'une secte clamant venir du futur.
The Blood of My Brother: A Story of Death in Iraq,2005.0,[],,"THE BLOOD OF MY BROTHER goes behind the scenes of one Iraqi family's struggle to survive amidst the carnage of the growing Shia insurgency. Nineteen-year-old Ibrahim dreams of revenge when his brother is shot and killed by an American patrol. With scenes of fighting and death on the streets of Baghdad, this is the closest most viewers will ever come to being in Iraq; kneeling in prayer amidst a thousand Muslim worshipers, feeling the roar of low-flying Apaches, riding atop a sixty-ton tank, driving with masked resistance fighters to attack American positions, fleeing the threat of an overwhelming response, the blood in the street, a tank on fire, or the cold, distant stare of a dead Iraqi fighter. Written by Andrew Berends."
Your Sister's Sister,2011.0,"['Drama', 'Comedy']",,"Jack est encore sous le coup de la disparition récente de son frère. Alors pourquoi ne pas accepter l'invitation d'Iris, sa meilleure amie, dans son chalet familial afin de passer une semaine seul à méditer sur sa vie ? Mais à son arrivée, Jack trouve la maison déjà occupée par Hannah, la sœur d'Iris, venue y soigner une blessure amoureuse. Après une soirée très arrosée suivie de l'arrivée inopinée d'Iris elle-même, le trio va aller de situations délicates en révélations inattendues..."
A Dog's Breakfast,2007.0,['Comedy'],,"Patrick et Marilyn, frère et sœur, entretiennent depuis toujours une relation très explosive et conflictuelle. Pas étonnant donc, de voir une guerre déclarer lorsque Marilyn ramène chez elle Ryan, une star de la TV, qui n'est autre que son fiancé."
The Married Woman,1964.0,"['Drama', 'Romance']",,"Charlotte est l'épouse d'un pilote de ligne, Pierre. Elle a pour amant Robert, un acteur. Le temps d'une journée, les événements vont se précipiter. Elle voit Pierre, qui lui présente un humaniste, Roger Leenhardt ; apprend qu'elle est enceinte mais ignore qui est le père ; et retrouve Robert dans un hôtel où ils parlent longuement de théâtre et d'amour. Pour Charlotte l'heure des grandes décisions a sonné…"
The Birth of a Nation,2016.0,['Drama'],,"Plus de 30 ans avant la guerre de Sécession, Nat Turner est un esclave cultivé et un prédicateur très écouté. Son propriétaire, Samuel Turner accepte une offre visant à utiliser les talents de prêcheur de Nat pour assujettir des esclaves indisciplinés. Après avoir été témoin des atrocités commises à l'encontre de ses camarades opprimés, Nat conçoit un plan qui peut conduire son peuple vers la liberté."
The Work and The Story,2003.0,['Comedy'],,"It is July, 2000 Richard Dutcher, the man who pioneered ""Mormon Cinema"" with his film ""God's Army"" is missing and presumed dead. Three amateur Mormon Filmmakers: Judy Shumway, Peter Beuhmann and Kevin Evans individually set out to make their first feature-length films to take Dutcher's place as the next ""Mormon Spielberg"". Who will win? Who will lose? Who will find Richard? And does everyone want Richard found?"
Facing the Giants,2006.0,['Drama'],,"Depuis qu'il est entraîneur des Shiloh Eagles, Grant Taylor n'a jamais connu de saisons gagnantes. Alors qu'il envisage d'abandonner, une rencontre inattendue le pousse alors à préserver."
The Gallows,2015.0,"['Horror', 'Thriller']",,"Dans une petite ville, un accident se produit pendant le spectacle de fin d'année du lycée et fait plusieurs morts. Vingt ans plus tard, des lycéens du même établissement remontent la pièce pour rendre hommage aux victimes de la tragédie, mais découvrent qu'il vaut mieux parfois ne pas ressusciter les fantômes…"
Eraserhead,1977.0,"['Drama', 'Fantasy', 'Horror', 'Science Fiction']",,"Un homme est abandonné par son amie qui lui laisse la charge d'un enfant prématuré, fruit de leur union. Il s'enfonce dans un univers fantasmatique pour fuir cette cruelle réalité."
Hollywood Shuffle,1987.0,['Comedy'],,"Une satire des stéréotypes raciaux à Hollywood, réalisée par Robert Townsend."
The Mighty,1998.0,"['Comedy', 'Drama']",,"Kevin Dillon et sa mère emménagent dans la maison attenante a celle ou vit Maxwell Kane avec ses grands-parents. Kevin est un petit Einstein a la langue bien pendue mais affuble d'un appareil orthopédique tandis que Max, qui a treize ans, est anormalement développé pour son âge. Ces deux jeunes garçons hors du commun, que les voyous du quartier nomment Frankenstein et Igor, vont s'unir et choisissent la plus noble des missions tels les Chevaliers de la Table ronde: réparer les torts, exterminer les dragons, ceci dans le royaume féroce de leur ville."
Penitentiary,1979.0,"['Action', 'Drama']",,"Un autostoppeur, Martel Gordone, se retrouve impliqué dans un violent affrontement avec deux bikers en voulant défendre une prostituée. L'un des deux agresseurs est tué, et Martel est alors envoyé en prison.  Il intègre rapidement l'équipe de boxe du milieu carcéral, et tente de tenir tête à un gang particulièrement agressif."
The Lost Skeleton of Cadavra,2001.0,"['Comedy', 'Horror', 'Science Fiction']",,"Un scientifique dévoué à ses recherches, aidé de sa femme sans cervelle, remonte ses manches et tente de sauver le monde d'un monstre radioactif, d'un alien bizarre venu de l'espace, d'un autre scientifique diabolique et d'un squelette grincheux..."
Dude Where's My Dog?,2014.0,['Family'],,"Left home alone with his dog Harry, young Ray finds himself in a bit of trouble when Harry gets loose in the suspicious neighbor's house and accidentally knocks over a top-secret invisibility potion! Now, with crooks and the FBI on his tail, Ray needs to find his invisible mischievous mutt before they do - and get Harry back before his parents get home!"
Cheap Thrills,2013.0,"['Drama', 'Comedy', 'Crime']",,"Tout juste licencié et menacé d’expulsion, un père endetté voit sa vie bouleversée quand il rencontre un couple aisé qui lui propose une solution à ses problèmes financiers… Mais à quel prix ?"
Indie Game: The Movie,2012.0,['Documentary'],,"Documentaire dédié aux jeux vidéo ""indépendants"". Autrement dit, des jeux vidéo réalisés par des créateurs, solitaires ou en petit groupe, qui jouissent d'une liberté de création totale car ils ne sont pas soumis à des contraintes de rentabilité économique. Le film suit le quotidien des artistes à l'origine de ces jeux."
Straightheads,2007.0,['Thriller'],,"Après avoir été attaqué par un gang, un couple se met en quête de vengeance."
Open Secret,1948.0,"['Crime', 'Mystery', 'Thriller']",,A couple discovers that their friend has gone missing. Their investigation leads them to believe that antisemites are behind the disappearance.
Echo Dr.,2013.0,"['Thriller', 'Action', 'Drama', 'Science Fiction']",,"When their home security system malfunctions, a family struggles to survive an attack against a state of the art patrol guard that believes they are intruders."
The Night Visitor,1971.0,"['Crime', 'Horror']",,"Salem est interné dans un asile psychiatrique ! Il n'y a aucune raison à cela car il est absolument normal, mais c'est son beau-frère, Anton, un médecin de campagne qui l'a fait enfermer en apportant des preuves de sa folie, fabriquées de toute pièce. Salem rumine sa vengeance et au bout de deux ans de recherche, il parvient à trouver un moyen de rentrer et de sortir de l'asile sans être découvert ! Sa vengeance va être terrible."
The Past Is a Grotesque Animal,2014.0,"['Documentary', 'Music']",,"A personal, accessible look at an artist - Kevin Barnes, frontman of the endlessly versatile indie pop band of Montreal - whose pursuit to make transcendent music at all costs drives him to value art over human relationships. As he struggles with all of those around him, family and bandmates alike, he's forced to reconsider the future of the band, begging the question - is this really worth it?"
"Peace, Propaganda & the Promised Land",2005.0,['Documentary'],,"This video shows how the foreign policy interests of American political elites-working in combination with Israeli public relations stratgies-influence US news reporting about the Middle East conflict. Combining American and British TV news clips with observations of analysts, journalists and political activists, Peace, Propaganda &amp; the Promised Land provides a brief historical overview, a striking media comparison, and an examination of factors that have distorted U.S. media coverage and, in turn, American public opinion."
Pi,1998.0,"['Mystery', 'Drama', 'Thriller']",,"Max, brillant mathématicien, souffrant de migraines intolérables, est néanmoins sur le point de faire la plus grande découverte de sa vie : décoder la formule numérique qui se cache derrière le marché des changes. C'est alors que tout bascule dans un immense chaos. Il est à la fois poursuivi par une grande firme de Wall Street qui souhaite dominer le monde de la finance, et par des cabalistes qui tentent de percer les mystères enfouis derrière les nombres secrets."
"I Love You, Don't Touch Me!",1997.0,"['Comedy', 'Romance']",,"Katie, 25 ans, qui est venue s'installer à Los Angeles, a pour ami le peu séduisant Ben, qui voudrait bien que leur relation cesse d'être purement platonique. Mais Katie ne veut rien entendre, décidée à garder sa virginité pour celui qui sera l'homme de sa vie. Son amie Janet ne partage pas sa conception de l'amour et de la vie, loin de là, et les deux jeunes femmes parlent souvent et longuement de leur différence. Jusqu'au jour où Katie s'entiche de Richard Webber, un compositeur célèbre sensiblement plus âgé qu'elle'"
20 Dates,1998.0,"['Romance', 'Comedy']",,"Oscillant entre le cinema direct, le cinema verite et le documentaire, ""20 dates"" est en fait un film de fiction qui met en scene le realisateur, citoyen ordinaire de Los Angeles qui, a la recherche d'une petite amie, decide de filmer ses rencontres. ""Pas besoin, declare-t-il, d'avoir le budget de ""Titanic"". C'est aussi un sujet riche, contemporain et social qui offre de passer du drame a l'humour, du rire aux larmes. Quoi de plus drole qu'un rendez-vous? Quoi de plus stressant? Et de plus, cela nous concerne tous...""."
Queen Crab,2015.0,['Science Fiction'],,"Un crabe géant sème la panique dans une petite ville de ploucs. Le sheriff est bien décidé à régler la situation, mais malheureusement le crabe est le meilleur ami de sa nièce, celle-là même qui a perdu ses parents dans des circonstances mystérieuses il y a 20 ans..."
Super Size Me,2004.0,"['Documentary', 'Comedy', 'Drama']",,"Le fast-food est partout. 37 % des enfants et des adolescents américains ont un problème de poids. Deux adultes sur trois sont atteints de surcharge pondérale ou d'obésité. Comment l'Amérique est-elle devenue aussi grosse ?Pour mener son enquête, Morgan Spurlock a traversé les États-Unis et interrogé des spécialistes dans plus de vingt villes. Un ancien ministre de la santé, des profs de gym, des cuisiniers de cantines scolaires, des publicitaires, des avocats et des législateurs lui confient le résultat de leurs recherches, leurs sentiments, leurs craintes et leurs doutes.Mais le fil rouge de ce documentaire est une expérience que Morgan Spurlock décide de mener sur lui-même. Sous la surveillance attentive de trois médecins, le voilà donc au régime MacMuffin, Big Mac, Royal Cheese, frites et coca."
The FP,2011.0,['Comedy'],,"Two rival gangs fight for control of Frazier Park -- a deadly arena in competitive dance-fight video game ""Beat-Beat Revolution."""
Happy Christmas,2014.0,"['Comedy', 'Drama']",,"Noël approche et Jenny, une vingtenaire immature, n'a aucun plan, d'autant plus qu'elle vient de rompre avec son petit ami. Elle se rend alors à Chicago pour s'installer chez son frère Jeff, qui vit avec sa femme Kelly, une apprentie romancière, et Jude, leur fils de deux ans. Leur existence paisible va se retrouver tout à coup chamboulée."
The Brain That Wouldn't Die,1962.0,"['Horror', 'Science Fiction']",,Un médecin expérimentant des techniques de greffe maintient la tête de sa petite amie vivante après qu'elle soit décapitée dans un accident de voiture. Il ne lui reste plus qu'à trouver un nouveau corps.
Tiger Orange,2014.0,['Drama'],,"In the small Central California town where they grew up, two estranged gay brothers struggle to reconnect after the recent death of their father."
Supporting Characters,2012.0,"['Drama', 'Comedy']",,Two New York film editors balance their personal relationships while reworking a movie in crisis.
Absentia,2011.0,"['Mystery', 'Horror', 'Thriller']",,"Le mari de Tricia manque à l'appel depuis sept ans. Au moment où sa jeune sœur Callie vient s'installer chez elle, Tricia doit se résoudre à faire officialiser la « présomption de décès » de son mari. Alors que Tricia ressasse ses souvenirs et tente de refaire sa vie, Callie se sent attirée vers un mystérieux tunnel qui s'ouvre près de sa maison. Elle apprend ainsi l'existence d'autres disparitions mystérieuses dans le quartier et se rend compte que cette mort présumée n'a peut-être rien de naturel. Il semble même que l'« entité » qui œuvre dans le tunnel ait également des visées sur Callie et Tricia."
The Brothers McMullen,1995.0,"['Comedy', 'Drama', 'Romance']",,"Les trois frères McMullen viennent de perdre leur père. A la veille de son départ pour son Irlande natale, où elle doit rejoindre l'homme qu'elle aime en secret depuis des années, leur mère leur donne un précieux conseil : ne pas gâcher leur vie sentimentale par lâcheté. Chacun des trois frères trouve bientôt l'occasion de se demander quelle est la meilleure façon d'interpréter les paroles maternelles. Jack, l'aîné, est marié à une femme qu'il adore, mais qu'il trompe avec une véritable bombe sexuelle. Patrick, le plus jeune, fervent catholique, attend de son frère, Barry, qu'il lui apprenne à approcher le sexe opposé, tandis que Barry, bien embarrassé, a beaucoup de mal à s'engager avec ses petites amies..."
The Dirties,2013.0,['Drama'],,The line between reality and fiction starts to blur when two best friends start making a movie about getting revenge on bullies.
Gabriela,1983.0,"['Drama', 'Romance']",,"In 1925, Gabriela, a poor, uneducated, yet charming woman becomes cook, mistress, and then wife of Nacib, a bar owner in Ilhéus, a small Brazilian coastal town run by the local colonels."
Tiny Furniture,2010.0,"['Romance', 'Comedy', 'Drama']",,"Aura revient auprès de ses parents à Tribeca, sa ville natale, après l'échec d'une relation sentimentale et de ses études cinématographiques. Sans savoir quoi faire, elle prend un travail de serveuse dans un restaurant, entretient des relations bancales avec des hommes égocentriques, et tente bien que mal de se définir."
Hayride,2012.0,"['Thriller', 'Horror']",,"A college student returning home for Halloween is forced to face his childhood fears when an escaped killer takes refuge in his family's ""Haunted Hayride""."
The Naked Ape,2006.0,"['Drama', 'Comedy', 'Family']",,A coming-of-age film following three teenagers on a road trip across the Pacific Southwest.
Counting,2015.0,['Documentary'],,"An associative collection of visual impressions across fifteen chapters: a seagull in Porto, political posters in New York, an abstract painting in St. Petersburg, an abandoned video shop in Cairo and cats everywhere you look."
The Call of Cthulhu,2005.0,"['Horror', 'Thriller', 'Fantasy']",,"Dans les années 20, un jeune homme interné dans un hôpital psychiatrique demande à son docteur mandataire de brûler tous les documents ayant appartenu à son oncle archéologue. Devant l’hésitation de ce dernier, le jeune homme raconte alors l’histoire terrifiante qui compose le contenu de ces dossiers maudits, résultats de recherches sur les activités d’un culte lugubre et mystérieux."
Bending Steel,2013.0,['Documentary'],,"The Cyclone, The Freakshow, The Mermaid Parade: all Coney Island icons. But Chris “Wonder” Schoeck has always preferred the Coney Island Strongman. Bending Steel follows the sweet, unassuming Schoeck as he parlays his extraordinary strength into the pursuit of his lifelong dream. Training with an elite group of men whose hands bend, drag, twist and shred metal, he tackles an enormous physical and mental challenge, taking a surprisingly emotional journey as a result."
The Signal,2014.0,"['Thriller', 'Science Fiction']",,"Nick et Jonas sont étudiants en première année au MIT. Passionnés de piratage, ils ont déjà déjoué le système de sécurité du MIT. Quand ils décident de faire un road trip à travers le Sud‐Ouest des États‐Unis avec la petite amie de Nick, Hailey, leur trajet se trouve être détourné par un génie de l’informatique qui attire leur attention. Le trio se retrouve alors entraîné dans une zone étrangement isolée. Soudain, tout devient noir. Nick est devenu un captif, ils découvrent alors qu’ils font partie d’un complot hors normes."
The Image Revolution,2013.0,['Documentary'],,"Twenty years ago, seven superstar artists left Marvel Comics to create their own company, Image Comics, a company that continues to influence mainstream comics and pop culture to this day. Image began as more than just a publisher - it was a response to years of creator mistreatment, and changed comics forever. The Image Revolution tells the story of Image Comics, from its founders' work at Marvel, through Image's early success, company difficulties during the comics market implosion, and ultimately the publisher's new generation of properties like The Walking Dead. Filled with colorful characters, the film is a clarion call to artists to take control of their destiny."
This Is Martin Bonner,2013.0,['Drama'],,"Martin Bonner has just moved to Nevada from the East Coast, leaving behind his two adult children and a life he spent more than two decades building. He's there working a new job as the volunteer coordinator for a non-profit organization that helps prisoners make the transition from incarceration to freedom. It's Martin's first job in two years and he's recently declared bankruptcy. At the same time, Travis Holloway, a prisoner in the program, is being released after serving twelve years. Sent back into the world with nothing, Travis also finds life in Reno difficult to adjust to, despite the help from his program sponsor, Steve Helms. The stories of Martin and Travis slowly converge, as the two men meet and find that they have much in common, not the least of which is an unspoken need for encouragement and support."
A True Story,2013.0,['Comedy'],,"Mike and Matt own nothing and share everything, including their life's work, a screenplay, which seems to be their only escape from the harsh reality that is the Hollywood machine."
George Washington,2000.0,['Drama'],,"Situé dans le paysage d'une ville rurale du sud, ""George Washington"" est un portrait époustouflant de la façon dont un groupe de jeunes enfants s'attaque à un monde difficile de choix et de conséquences. Au cours d'un jeu innocent dans un parc d'attractions abandonné, un membre du groupe meurt. Raconté par l'un des enfants, le film suit les enfants alors qu'ils luttent pour équilibrer leurs propres ambitions et relations contre un mensonge tragique."
Smiling Fish & Goat On Fire,1999.0,"['Comedy', 'Romance']",,"Two brothers share a house in LA's Fairfax district: Tony's a feckless actor, Chris is an accountant. Both are in relationships on rocky ground. As these emotions swirl, Tony meets his US Postal Service letter carrier, a single mom named Kathy who's come to LA from Wyoming with her daughter, a budding actress. Chris meets Anna, an Italian beauty working in the States for a few months wrangling animals on movie sets. Chris also befriends Clive, an aging and crusty man whose longing for his recently-deceased wife is a portrait of true love. Can Clive's example help Chris sort out his love life, and can Tony grow up enough to see the possibilities with Kathy and her daughter?"
Dawn of the Crescent Moon,2014.0,"['Thriller', 'Drama', 'Science Fiction']",,"A group of college students travel to a small Texas town to research the Legend of Blood Lake, an obscure folktale forged by events surrounding the horrible massacre of a Comanche village."
Raymond Did It,2011.0,['Horror'],,"Mentally challenged Raymond Rourke gets blamed and framed by several kids after they accidentally kill his younger brother Bryce. Six years later, Raymond escapes from the state mental hospital he's been locked up in so he can exact a harsh revenge on the folks who killed his brother and set him up."
The Last Waltz,1978.0,"['Documentary', 'Music']",,"Le dernier concert du groupe de rock américain The Band en novembre 1976, dans la salle du Winterland Ballroom de San Francisco. Sur scène, de nombreux invités de prestige ayant côtoyé ce populaire groupe des années soixante et soixante-dix parmi lesquels Bob Dylan, mentor de la formation, mais également Neil Young, Muddy Waters ou encore Eric Clapton. Le concert est entrecoupé d'interwiews des membres du groupes réalisées par Martin Scorsese."
"Run, Hide, Die",2015.0,"['Thriller', 'Horror']",,"On the anniversary weekend of the death of a young women's husband, five girls head out to a cabin to help their friend move past her husband's death. As the party continues a dark secret begins to unravel and a hideous past crawls out to seek revenge."
The Exploding Girl,2009.0,"['Drama', 'Romance']",,"On a summer break from college, Ivy, a young epileptic woman, struggles to balance her feelings for her fledgling boyfriend while her friend Al crashes with her for the season."
The Legend of God's Gun,2007.0,"['Action', 'Western']",,A gun-slinging preacher returns to the debaucherous town of Playa Diablo seeking revenge from the notorious scorpion-venom drinking bandito El Sobero - lead outlaw and number one bad guy. El Sobero and his band of bad banditos are also returning to Playa Diablo seeking their own revenge against the town sheriff. With the Bounty Hunter dragging up slowly behind there is sure to be a confrontation of Biblical proportions as they all meet in the circle of death.
Mutual Appreciation,2005.0,"['Drama', 'Comedy']",,"Alan is a musician who leaves a busted-up band for New York, and a new musical voyage. He tries to stay focused and fends off all manner of distractions, including the attraction to his good friend's girlfriend."
Her Cry: La Llorona Investigation,2013.0,['Horror'],,"Crew of ""Paranormal Legends"" went to film their 4th season at the place where La Llorona (Weeping woman) was reportedly seen. Only thing that's left was 17 hours of tapes and 2 camcorders."
